Composition,doi,Phase,Density (g/cm3),Hardness (GPa),YS (MPa) at 23 C,YS (MPa) at 1000 C,YS (MPa) at 1200 C,Test Type,A,Ag,Al,Au,B,Be,C,Ca,Co,Cr,Cu,D,E,Fe,Ga,Gd,Hf,I,Ir,Li,M,Mg,Mn,Mo,N,Nb,Ni,O,P,Pb,Pd,Pt,Q,Re,Rh,S,Si,Sn,Sr,T,Ta,Ti,V,Vi,W,Y,Yb,Zn,Zr,Density_g_cc_ROM,VEC,Pugh_Ratio,Cauchy_Pressure,YS_1300C_MPa,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,THCD_25C_W_mK
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,110.6,940,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,110.6,929,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,110.6,905,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,110.6,890,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,110.6,828,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,110.6,827,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,110.6,820,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,110.6,803,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,,92,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,,295,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,,535,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,,475,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,,285,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,,675,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaTiZr,10.1016/j.dib.2018.10.071,BCC,9.9,,790,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.3999999999999995,3.091324200913243,85.12,33.26293412751387,,,,,
HfNbTaZr,10.1016/j.dib.2018.10.071,BCC + HCP,11.1,,2310,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.2725,4.5,3.303030303030304,87.5,46.21873904426059,,,,,
HfNbTaZr,10.1016/j.dib.2018.10.071,BCC + HCP,11.1,,2100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.2725,4.5,3.303030303030304,87.5,46.21873904426059,,,,,
HfNbTaZr,10.1016/j.dib.2018.10.071,BCC + HCP,11.1,,2020,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.2725,4.5,3.303030303030304,87.5,46.21873904426059,,,,,
HfNbTaZr,10.1016/j.dib.2018.10.071,BCC + HCP,11.1,,1950,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.2725,4.5,3.303030303030304,87.5,46.21873904426059,,,,,
HfNbTaZr,10.1016/j.dib.2018.10.071,BCC,11.1,109.3,1315,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.2725,4.5,3.303030303030304,87.5,46.21873904426059,,,,,
HfNbTiVZr,10.1016/j.dib.2018.10.071,BCC + Laves,8.1,,1157,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,7.803200000000001,4.4,3.2380952380952395,91.60000000000002,105.78995658622073,,,,,
HfNbTiVZr,10.1016/j.dib.2018.10.071,BCC + unknown,8.1,,1170,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,7.803200000000001,4.4,3.2380952380952395,91.60000000000002,105.78995658622073,,,,,
HfNbTiVZr,10.1016/j.dib.2018.10.071,BCC,8.1,99.0,1253,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,7.803200000000001,4.4,3.2380952380952395,91.60000000000002,105.78995658622073,,,,,
HfNbTiVZr,10.1016/j.dib.2018.10.071,BCC,8.1,99.0,1140,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,7.803200000000001,4.4,3.2380952380952395,91.60000000000002,105.78995658622073,,,,,
HfNbTiVZr,10.1016/j.dib.2018.10.071,BCC,8.1,99.0,1120,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,7.803200000000001,4.4,3.2380952380952395,91.60000000000002,105.78995658622073,,,,,
HfNbTiZr,10.1016/j.dib.2018.10.071,BCC,8.4,91.8,879,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8.226500000000001,4.25,3.175438596491228,82.69999999999999,2.079748960134418,,,,,
HfTa0.4TiZr,10.1016/j.dib.2018.10.071,BCC + HCP,9.2,,400,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352942,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,9.121176470588235,4.11764705882353,2.850187265917603,71.4470588235294,,,,,,
HfTa0.5TiZr,10.1016/j.dib.2018.10.071,BCC + HCP,9.4,,700,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,9.337428571428571,4.142857142857143,2.84848484848485,72.11428571428573,,,,,,
HfTa0.6TiZr,10.1016/j.dib.2018.10.071,BCC + HCP,9.6,,800,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,9.541666666666668,4.166666666666666,2.846878680800943,72.74444444444445,,,,,,
HfTaTiZr,10.1016/j.dib.2018.10.071,BCC,10.2,112.0,1500,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,10.256499999999999,4.25,2.841269841269842,74.95000000000002,1.5772011296759243,,,,,
Mo0.1NbTiV0.3Zr,10.1016/j.dib.2018.10.071,BCC,6.6,106.0,932,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882356,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,6.605,4.4411764705882355,3.080321285140563,91.24411764705883,91.92494883678539,,,,,
Mo0.3NbTIV0.3Zr,10.1016/j.dib.2018.10.071,BCC,6.8,118.4,1312,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.2173913043478261,,,,,,,,,,
Mo0.3NbTiVZr,10.1016/j.dib.2018.10.071,BCC,6.7,119.9,1289,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,6.695348837209303,4.604651162790698,3.0956937799043054,95.9093023255814,270.6471748001759,,,,,
Mo0.5NbTiV0.3Zr,10.1016/j.dib.2018.10.071,BCC,6.9,129.4,1301,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,6.991842105263157,4.605263157894737,2.9767711962833916,88.55526315789473,238.03966322400004,,,,,
Mo0.5NbTiVZr,10.1016/j.dib.2018.10.071,BCC,6.8,129.2,1473,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,6.854666666666667,4.666666666666667,3.0501253132832087,94.56666666666666,344.61118566359727,,,,,
Mo0.7NbTIV0.3Zr,10.1016/j.dib.2018.10.071,BCC,7.1,139.4,1436,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,
Mo0.7NbTiVZr,10.1016/j.dib.2018.10.071,BCC,7.0,137.7,1706,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,7.000425531914893,4.723404255319149,3.0094831673779043,93.33829787234043,413.0667999621429,,,,,
Mo1.3NbTIV0.3Zr,10.1016/j.dib.2018.10.071,BCC,7.4,164.2,1603,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.23214285714285718,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.053571428571428575,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,,,,,,,,,,
Mo1.3NbTiVZr,10.1016/j.dib.2018.10.071,BCC,7.3,159.4,1496,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2452830188679245,0.0,0.18867924528301883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18867924528301883,0.18867924528301883,0.0,0.0,0.0,0.0,0.0,0.18867924528301883,7.371698113207546,4.867924528301886,2.910240718074254,90.20943396226414,581.6829638837348,,,,,
Mo1.5NbTIV0.3Zr,10.1016/j.dib.2018.10.071,BCC,7.5,171.0,1576,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.25862068965517243,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,0.0,0.05172413793103448,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,,,,,,,,,,
Mo1.5NbTiVZr,10.1016/j.dib.2018.10.071,2 BCC,7.4,,1603,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,7.477454545454545,4.909090909090909,2.883040935672514,89.31818181818183,626.3720403119069,,,,,
Mo1.7NbTiVZr,10.1016/j.dib.2018.10.071,2 BCC,7.5,,1645,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29824561403508776,0.0,0.1754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1754385964912281,0.1754385964912281,0.0,0.0,0.0,0.0,0.0,0.1754385964912281,7.575789473684211,4.947368421052632,2.858156028368797,88.48947368421054,666.0106739514769,,,,,
Mo2NbTiVZr,10.1016/j.dib.2018.10.071,2 BCC,7.6,,1765,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,7.711000000000001,5.000000000000001,2.824561403508773,87.35,717.0098245818572,,,,,
MoNbTaTi0.25W,10.1016/j.dib.2018.10.071,BCC,13.1,249.4,1109,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.058823529411764705,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,13.156823529411765,5.411764705882353,2.638694638694639,86.47058823529413,178.6925982233706,,,,,
MoNbTaTi0.5W,10.1016/j.dib.2018.10.071,BCC,12.6,242.0,1211,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,12.676222222222222,5.333333333333333,2.6271929824561404,85.86666666666666,149.65151745481188,,,,,
MoNbTaTi0.75W,10.1016/j.dib.2018.10.071,BCC,12.2,235.4,1304,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.15789473684210525,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,12.246210526315789,5.2631578947368425,2.616977225672878,85.32631578947365,125.97291613699392,,,,,
MoNbTaTiV,10.1016/j.dib.2018.10.071,BCC,9.4,172.8,1400,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9.2312,5.0,2.956140350877194,97.82,225.84457852041217,,,,,
