Composition,doi,Phase,Density (g/cm3),Hardness (GPa),YS (MPa) at 23 C,YS (MPa) at 1000 C,YS (MPa) at 1200 C,Test Type,A,Ag,Al,Au,B,Be,C,Ca,Co,Cr,Cu,D,E,Fe,Ga,Gd,Hf,I,Ir,Li,M,Mg,Mn,Mo,N,Nb,Ni,O,P,Pb,Pd,Pt,Q,Re,Rh,S,Si,Sn,Sr,T,Ta,Ti,V,Vi,W,Y,Yb,Zn,Zr,Density_g_cc_ROM,VEC,Pugh_Ratio,Cauchy_Pressure,YS_1300C_MPa,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,THCD_25C_W_mK
AlNbTiVZr0.25,10.1016/j.msea.2017.08.019,BCC,5.57,,1360,,,C,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,5.533176470588236,4.235294117647059,3.208333333333334,91.95882352941176,36.737050164920426,1753.687645595056,2027.244570732512,1480.537645595056,1754.0945707325122,
AlNbTiVZr0.25,10.1016/j.msea.2017.08.019,BCC,5.57,,,855.0,,C,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,5.533176470588236,4.235294117647059,3.208333333333334,91.95882352941176,36.737050164920426,1753.687645595056,2027.244570732512,1480.537645595056,1754.0945707325122,
AlNbTiVZr0.5,10.1016/j.msea.2017.08.019,BCC,5.64,,1485,,,C,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,5.587999999999999,4.222222222222222,3.1822916666666656,90.41111111111113,49.38781755197804,1775.7993137515446,2016.713083583252,1502.6493137515445,1743.5630835832521,
AlNbTiVZr0.5,10.1016/j.msea.2017.08.019,BCC,5.64,,,675.0,,C,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,5.587999999999999,4.222222222222222,3.1822916666666656,90.41111111111113,49.38781755197804,1775.7993137515446,2016.713083583252,1502.6493137515445,1743.5630835832521,
AlNbTiVZr,10.1016/j.msea.2017.08.019,BCC,5.79,,1500,,,C,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,5.681200000000001,4.2,3.1388888888888897,87.78000000000002,60.16836488694434,1743.6958244500786,2016.0121224016648,1470.5458244500787,1742.8621224016647,
AlNbTiVZr,10.1016/j.msea.2017.08.019,BCC,5.79,,,550.0,,C,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,5.681200000000001,4.2,3.1388888888888897,87.78000000000002,60.16836488694434,1743.6958244500786,2016.0121224016648,1470.5458244500787,1742.8621224016647,
AlNbTiVZr1.5,10.1016/j.msea.2017.08.019,BCC,5.87,,1535,,,C,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,5.7574545454545465,4.181818181818182,3.104166666666665,85.62727272727274,59.49180566744839,1681.096085639901,1998.7848476624663,1407.946085639901,1725.6348476624662,
AlNbTiVZr1.5,10.1016/j.msea.2017.08.019,BCC,5.87,,,180.0,,C,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,5.7574545454545465,4.181818181818182,3.104166666666665,85.62727272727274,59.49180566744839,1681.096085639901,1998.7848476624663,1407.946085639901,1725.6348476624662,
HfZrTiTa0.53,10.1016/j.matdes.2017.08.022,BCC,,,774,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15014164305949,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,9.399915014164309,4.15014164305949,2.847993270848354,72.30708215297449,,2042.7604599304752,2085.1191682973968,1769.6104599304754,1811.9691682973967,
HfZrTiTa0.53,10.1016/j.matdes.2017.08.022,BCC,,,1360,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15014164305949,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,9.399915014164309,4.15014164305949,2.847993270848354,72.30708215297449,,2042.7604599304752,2085.1191682973968,1769.6104599304754,1811.9691682973967,
HfZrTiTa0.53,10.1016/j.matdes.2017.08.022,BCC,,,1469,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15014164305949,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,9.399915014164309,4.15014164305949,2.847993270848354,72.30708215297449,,2042.7604599304752,2085.1191682973968,1769.6104599304754,1811.9691682973967,
HfZrTiTa0.53,10.1016/j.matdes.2017.08.022,BCC,,,1390,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15014164305949,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,9.399915014164309,4.15014164305949,2.847993270848354,72.30708215297449,,2042.7604599304752,2085.1191682973968,1769.6104599304754,1811.9691682973967,
HfZrTiTa0.53,10.1016/j.matdes.2017.08.022,BCC,,,1388,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15014164305949,0.28328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.28328611898017,9.399915014164309,4.15014164305949,2.847993270848354,72.30708215297449,,2042.7604599304752,2085.1191682973968,1769.6104599304754,1811.9691682973967,
CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,,,320,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3584,8.8,2.0962099125364437,47.660000000000025,0.4231198855338089,1392.8705366958384,1563.8233186656682,1119.7205366958383,1290.6733186656684,
Gd0.05CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,,,300,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198019801980198,0.198019801980198,0.198019801980198,0.0,0.0,0.198019801980198,0.0,0.0099009900990099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198019801980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Gd0.1CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,,,526,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196078431372549,0.196078431372549,0.196078431372549,0.0,0.0,0.196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Gd0.2CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,,,739,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.0,0.0,0.1923076923076923,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Gd0.3CoCrCuFeNi,10.1016/j.msea.2017.09.102,FCC,,,1132,,,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886792452830188,0.1886792452830188,0.1886792452830188,0.0,0.0,0.1886792452830188,0.0,0.0566037735849056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Ni,10.1016/j.intermet.2017.03.011,FCC,,,59,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.908,10.0,2.298245614035088,62.60000000000002,,1728.2529096255928,1729.0749999999998,1455.102909625593,1455.9249999999997,
NiCo,10.1016/j.intermet.2017.03.011,FCC,,,110,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.904,9.5,2.3693693693693696,55.00000000000003,,1741.5010909327173,1741.7954093913054,1468.3510909327174,1468.6454093913053,
NiFe,10.1016/j.intermet.2017.03.011,FCC,,,187,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.391,9.0,2.1729323308270674,59.20000000000002,0.0028876575090075,1717.1002641728985,1717.2589422460426,1443.9502641728986,1444.1089422460427,
NiCoMn,10.1016/j.intermet.2017.03.011,FCC,,,230,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.426,8.666666666666666,2.55128205128205,92.26666666666668,,1456.302548993653,1491.799562354989,1183.152548993653,1218.649562354989,
NiFeMn,10.1016/j.intermet.2017.03.011,FCC,,,229,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.084,8.333333333333334,2.398907103825136,95.06666666666663,7.199921173873858e-05,1487.7907769909857,1535.531583589428,1214.6407769909856,1262.381583589428,
NiCoFe,10.1016/j.intermet.2017.03.011,FCC,,,213,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.560666666666666,9.0,2.257340241796199,55.26666666666668,1.914910051131976e-05,1731.667909416998,1731.9774785522318,1458.517909416998,1458.8274785522317,
NiCoFeMn,10.1016/j.intermet.2017.03.011,FCC,,,176,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.288,8.5,2.4101508916323726,83.15000000000002,1.7003821385962296e-07,1535.423425687409,1576.7073057116384,1262.2734256874091,1303.5573057116385,
NiCoFeCr,10.1016/j.intermet.2017.03.011,FCC,,,140,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.208,8.25,1.9681626390487152,47.72500000000002,0.0483829314704338,1719.1925095189388,1722.3130331495768,1446.042509518939,1449.1630331495767,
NiCoFeCr,10.1016/j.intermet.2017.03.011,FCC,,,130,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.208,8.25,1.9681626390487152,47.72500000000002,0.0483829314704338,1719.1925095189388,1722.3130331495768,1446.042509518939,1449.1630331495767,
NiCoFeCr,10.1016/j.intermet.2017.03.011,FCC,,,147,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.208,8.25,1.9681626390487152,47.72500000000002,0.0483829314704338,1719.1925095189388,1722.3130331495768,1446.042509518939,1449.1630331495767,
NiCoFeCr,10.1016/j.intermet.2017.03.011,FCC,,,165,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.208,8.25,1.9681626390487152,47.72500000000002,0.0483829314704338,1719.1925095189388,1722.3130331495768,1446.042509518939,1449.1630331495767,
NiCoCrFeMn,10.1016/j.intermet.2017.03.011,FCC,,,215,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0604,8.0,2.1200523388943413,71.54,0.0249708345068535,1556.5590839061051,1594.8756466345571,1283.409083906105,1321.725646634557,
NiCoCrFeMn,10.1016/j.intermet.2017.03.011,FCC,,,215,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0604,8.0,2.1200523388943413,71.54,0.0249708345068535,1556.5590839061051,1594.8756466345571,1283.409083906105,1321.725646634557,
NiCoCrFeMn,10.1016/j.intermet.2017.03.011,FCC,,,162,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0604,8.0,2.1200523388943413,71.54,0.0249708345068535,1556.5590839061051,1594.8756466345571,1283.409083906105,1321.725646634557,
NiCoCrFeMn,10.1016/j.intermet.2017.03.011,FCC,,,209,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0604,8.0,2.1200523388943413,71.54,0.0249708345068535,1556.5590839061051,1594.8756466345571,1283.409083906105,1321.725646634557,
Ni19.2Co19.2Cr19.2Fe19.2Mn19.2Al4,10.1016/j.intermet.2017.03.011,,,,220,,,,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.192,0.192,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.845984,7.8,2.146235023407125,70.5264,41.98371743701779,1562.6036655212731,1599.710515213617,1289.4536655212733,1326.5605152136172,
Ni18.6Co18.6Cr18.6Fe18.6Mn18.6Al7 ,10.1016/j.intermet.2017.03.011,,,,242,,,,0.0,0.0,0.0699999999999999,0.0,0.0,0.0,0.0,0.0,0.186,0.186,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.685172,7.649999999999999,2.166241738904386,69.76620000000001,82.57588907707515,1556.5744162473386,1596.1865100505952,1283.4244162473387,1323.036510050595,
CoCrFeNi,10.1007/s1254 0-019-00565 -z,,,,145,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.208,8.25,1.9681626390487152,47.72500000000002,0.0483829314704338,1719.1925095189388,1722.3130331495768,1446.042509518939,1449.1630331495767,
CoCrFeNiTa0.1,10.1007/s1254 0-019-00565 -z,,,,267,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439024390243902,0.2439024390243902,0.0,0.0,0.0,0.2439024390243902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439024390243902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.414878048780487,8.170731707317074,1.983050847457628,48.87317073170732,58.83149596186887,1549.9318420229915,1683.7331503388807,1276.7818420229914,1410.5831503388808,
CoCrFeNiTa0.2,10.1007/s1254 0-019-00565 -z,,,,405,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238095238095238,0.238095238095238,0.0,0.0,0.0,0.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61190476190476,8.095238095238095,1.9974102848686648,49.96666666666668,151.88054873795284,1526.2916054796567,1643.8263102145845,1253.1416054796568,1370.6763102145846,
CoCrFeNiTa0.3,10.1007/s1254 0-019-00565 -z,,,,946,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325581395348837,0.2325581395348837,0.0,0.0,0.0,0.2325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697674418604651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.799767441860466,8.02325581395349,2.011268629589241,51.009302325581416,248.14997832719584,1528.5127655572758,1602.796035677046,1255.362765557276,1329.6460356770458,
CoCrFeNiTa0.4,10.1007/s1254 0-019-00565 -z,,,,1316,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727272,0.2272727272727272,0.0,0.0,0.0,0.2272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.979090909090909,7.954545454545454,2.024651661307609,52.00454545454548,340.5518090771656,1530.8394169051348,1560.9016343241417,1257.6894169051347,1287.7516343241418,
CoCrFeNiTa0.5,10.1007/s1254 0-019-00565 -z,,,,1346,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.150444444444444,7.888888888888888,2.0375834211450647,52.95555555555558,426.8138277246096,1533.2209322135736,1579.458751297362,1260.0709322135735,1306.308751297362,
AlMo0.5NbTa0.5TiZr,10.1007/s1254 0-019-00565 -z,,,,2368,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.156200000000001,4.3,2.9346405228758177,78.39,81.90540665170215,2055.7805685388544,2249.7123193978887,1782.6305685388543,1976.5623193978886,
AlMo0.5NbTa0.5TiZr,10.1007/s1254 0-019-00565 -z,,,,,772.0,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.156200000000001,4.3,2.9346405228758177,78.39,81.90540665170215,2055.7805685388544,2249.7123193978887,1782.6305685388543,1976.5623193978886,
